isin,proper_name,ticker_region,sector,p_date,one_day_pct,SMB,HML,OSEAX,OBX,RF
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-13,1.23457,-7.38e-4,0.007587,-0.002624,-0.00352,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-14,-0.203246,-0.012893,0.006348,0.005,0.003569,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-15,-0.203681,0.001248,-0.00876,-0.004934,-0.001476,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-18,0,-1.9e-5,-8.96e-4,-0.006507,-0.007874,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-19,-1.22448,-0.005698,-0.013181,-0.003951,-0.002992,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-20,-0.206614,0.004611,7.35e-4,-0.003961,-0.004703,2.12e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-21,-2.07039,0.003277,5.92e-4,-0.012193,-0.010976,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-22,1.47991,-0.006796,0.014628,0.014172,0.012317,2.04e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-25,-0.41666,0.00543,-0.008737,-0.01402,-0.014417,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-26,0,-0.001064,-0.00753,0.001767,0.002507,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-27,0.627625,-0.002925,0.005023,0.015049,0.014417,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-28,-2.49481,0.014242,0.001799,-0.007575,-0.006842,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-06-29,-1.91897,-0.007546,0.001632,0.004454,0.00463,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-02,-1.30435,-0.005585,-0.005372,-0.007301,-0.007804,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-03,-0.220269,-0.008766,-0.008863,0.005507,0.006429,2.04e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-04,0.220752,-2.61e-4,-0.009137,0.001577,0.002412,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-05,0.881064,0.004823,-0.002972,0.006968,0.004297,1.92e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-06,0.873351,0.003127,-0.00346,-0.008191,-0.006345,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-09,1.51515,-0.004446,-0.002158,0.012256,0.013866,2.04e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-10,1.49254,-0.005003,0.006227,0.012525,0.011553,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-11,-1.89075,0.004169,-0.003272,-0.009818,-0.008422,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-12,4.49678,0.005232,1.23e-4,-0.00825,-0.010078,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-13,0,0.00694,0.017335,-0.011377,-0.012393,2.04e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-16,-0.40983,0.007886,-0.007335,-0.009089,-0.008205,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-17,11.3169,0.002735,-0.003519,6.4e-5,0.001921,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-18,0.184846,0.00355,-0.00795,0.001445,0.003275,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-19,-1.84502,-0.004869,0.009387,0.003147,0.001589,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-20,0.37595,-0.001704,0.003452,6.53e-4,0.001735,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-23,-0.749075,-0.007534,0.005381,0.001629,0.002759,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-24,-0.188673,0.004598,0.004223,0.004142,0.004812,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-25,0,0.001623,-0.010707,0.002901,0.003598,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-26,0.378072,0.001576,0.00889,-0.003032,-0.003646,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-27,0.188327,0.003447,-0.016742,0.011266,0.011493,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-30,-0.187975,-7.59e-4,0.00214,-0.002061,-0.001651,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-07-31,-0.188327,0.002656,-0.01811,0.008243,0.006627,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-01,0.188684,-3.49e-4,8.02e-4,-0.002845,-0.0025,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-02,-0.376642,0.005233,-0.009473,-0.002768,-0.002822,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-03,0.567102,0.002662,0.00882,1.51e-4,-9.7e-5,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-06,-0.751883,0.007325,-5.94e-4,9.1e-4,0.001445,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-07,2.27272,-0.007729,-0.008757,0.014335,0.015984,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-08,-0.18518,-0.002073,0.002611,-3.53e-4,0.001814,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-09,0,0.003177,-9.91e-4,1.06e-4,0.002335,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-10,-1.11318,0.009332,-0.002939,-0.010464,-0.01266,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-13,-0.187612,2.39e-4,-0.006697,-8.48e-4,2.53e-4,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-14,0.939846,0.003691,-0.003088,-0.002429,-0.001505,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-15,-0.931096,0.005662,0.009861,-0.013257,-0.015358,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-16,0,0.004016,-0.007545,0.004193,0.007138,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-17,-0.375944,-0.022329,0.026659,0.002465,0.002176,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-20,0.566041,-0.010445,-0.005885,0.014804,0.015478,2.08e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-21,-0.375229,-7.7e-4,0.005376,0.003451,0.001875,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-22,3.9548,-0.00244,0.007014,0.003138,0.00149,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-23,0.18115,0.001028,-0.003128,-0.001417,-0.001262,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-24,-1.62748,-0.00544,0.005402,0.002251,0.001287,1.92e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-27,0.551462,-0.001927,0.003367,0.006579,0.007048,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-28,0.731266,-0.004163,1.64e-4,0.002509,0.002542,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-29,1.08893,-0.00385,8.75e-4,2.16e-4,0.001309,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-30,0.179541,-0.003378,0.006601,-0.002453,-0.004216,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-08-31,-2.15054,0.003285,9.1e-4,-0.006889,-0.006351,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-03,0,-1.27e-4,-0.006464,0.001686,0.003142,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-04,-0.732595,5.34e-4,0.002089,-0.002649,-0.003654,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-05,-0.738007,0.00378,-3.02e-4,-0.010474,-0.008502,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-06,-0.557619,-7.26e-4,0.003592,0.001126,0.001765,2e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-07,-0.186908,-0.003276,-0.004001,-0.00654,-0.006846,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-10,-0.187278,-0.005378,-0.012471,0.004971,0.005094,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-11,3.00188,0.010842,0.012891,0.005298,0.00233,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-12,1.0929,-0.002637,-5.02e-4,0.006678,0.006003,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-13,-0.360364,0.008416,-0.011502,-1.9e-5,-7.38e-4,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-14,-2.53164,0.002259,-3.06e-4,0.001088,0.002026,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-17,-0.556588,0.002398,-0.004639,0.003489,0.003485,2.04e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-18,13.2463,-0.002828,-0.010075,0.003801,0.004528,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-19,-1.4827,-0.002842,0.008138,-0.003169,-0.002632,1.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-20,-2.17391,0.004324,-0.002857,0.004605,0.006082,2.08e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-21,-0.341886,-0.003127,-0.001567,0.006975,0.005998,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-24,-2.40136,-0.005062,0.007708,0.012544,0.011632,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-25,-0.3515,-0.006381,-0.003619,0.018697,0.018073,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-26,2.11641,0.007594,0.001269,-0.00654,-0.006867,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-27,-0.863564,0.004591,-0.006296,1.85e-4,-5.71e-4,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-09-28,-1.74216,-1.4e-4,0.007848,-0.002938,-0.003648,4.52e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-01,1.06382,-0.009369,0.012561,0.003843,0.004453,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-02,-0.175434,-0.002097,0.006721,0.001454,0.002308,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-03,0.351489,-0.003568,-4.12e-4,-0.003198,-0.007353,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-04,-0.525391,0.00209,0.01087,-0.010122,-0.010198,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-05,-1.76057,9.58e-4,0.004359,-0.003379,-0.002808,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-08,-3.22581,0.003001,-0.001148,-0.007882,-0.006947,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-09,-0.740731,-0.006792,0.015682,0.006662,0.004499,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-10,-2.79852,0.004198,0.007541,-0.010458,-0.009157,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-11,-1.15163,-0.007766,-0.005484,-0.026883,-0.02544,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-12,2.91262,-9e-5,-0.007014,0.00216,0.002996,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-15,0,-0.006274,0.011014,-1.56e-4,0.001337,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-16,2.64152,0.005857,-0.008893,0.010318,0.010668,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-17,-0.367653,0.007481,-0.007094,-4.36e-4,-3.57e-4,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-18,0.738001,0.007118,-0.002579,-0.013541,-0.017024,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-19,-0.549448,-0.0122,0.00703,0.013236,0.014558,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-22,-1.10497,-0.001489,0.007352,-0.021226,-0.020007,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-23,-1.67597,-0.009008,-0.001394,-0.021163,-0.020562,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-24,0.757575,-0.003613,0.008716,0.005686,0.00434,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-25,-0.751883,-0.007084,-0.01222,0.003059,0.004309,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-26,-2.08334,-0.001091,0.01783,-0.011725,-0.01066499999999999,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-29,4.25533,-0.00287699999999999,0.002876,0.013001,0.014519,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-30,-1.2987,0.004216,-0.015764,-0.008527,-0.008968,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-10-31,0.37595,-0.0025,-0.008566,0.024505,0.023378,2.92e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-01,2.05992,-4.73e-4,0.005984,-0.006296,-0.00711,2.92e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-02,0.550461,0.002911,-0.002755,0.002215,0.003086,2.92e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-05,0.912404,0.005555,-0.00415,0.00571,0.005728,2.92e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-06,1.98915,0.006333,-0.003317,-0.0031,-0.003797,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-07,2.12766,-0.00882,-0.007573,0.006507,0.003909,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-08,0,-0.011351,0.001566,-0.005676,-0.002962,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-09,-1.38888,-0.003045,-0.011163,-0.009999,-0.006512,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-12,-2.11268,0.009364,0.007138,0.002936,0.003906,3.04e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-13,1.43886,-0.007333,-0.011516,-0.016335,-0.014323,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-14,-0.709224,0.007,-0.01014,-0.002999,-0.007722,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-15,-0.535715,-0.013473,0.008982,-0.006461,-0.007012,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-16,1.43627,0.006955,0.005183,0.010156,0.007537,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-19,-1.59293,-0.003682,-0.003008,-0.009904,-0.009158,3.04e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-20,-7.73382,-0.001172,0.001892,-0.027592,-0.025132,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-21,4.48344,-0.006437,-0.003175,0.01618,0.017842,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-22,0.186563,-0.002665,0.002193,-0.007025,-0.008657,3.04e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-23,1.30355,-0.002057,0.005528,-0.016815,-0.015248,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-26,1.83823,-0.002397,0.007553,0.019789,0.019005,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-27,-0.902522,-0.011178,0.019899,0.004805,0.002871,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-28,0,3.03e-4,-0.010258,-0.003222,-0.003154,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-29,3.09653,-0.004121,0.004076,0.009554,0.00718,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-11-30,1.76679,0.013464,-0.015647,-8.56e-4,-0.002032,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-03,0.694442,-0.00861,0.005741,0.017699,0.020331,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-04,-1.89655,-0.003818,-9.87e-4,-0.005684,-0.003792,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-05,-0.702989,0.005581,0.010945,-0.013149,-0.014043,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-06,-5.84071,0.003176,-0.00585,-0.036234,-0.035376,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-07,2.25564,-0.001645,-0.009301,0.02256,0.022796,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-10,-1.28678,0.002689,0.002538,-0.023531,-0.024053,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-11,0.931108,-0.002742,-0.012405,0.011659,0.013168,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-12,0.553501,-0.007072,0.016785,0.011268,0.010617,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-13,-1.2844,-0.003284,-5.6e-4,-0.00815,-0.007627,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-14,0.371742,0.01776,-0.014654,-0.00825,-0.008975,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-17,-1.2963,-0.005023,-0.009725,-0.014572,-0.012309,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-18,-1.68855,-0.011856,-0.009494,-0.005502,-0.003662,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-19,-1.33589,-0.001884,-0.006816,0.009792,0.012204,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-20,-1.93422,0.008758,0.002859,-0.024026,-0.024819,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-21,-0.197244,0.004621,-0.008694,-0.002002,-8.3e-4,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-24,0,NA,NA,NA,NA,NA
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-25,0,NA,NA,NA,NA,NA
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-26,0,NA,NA,NA,NA,NA
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-27,-1.3834,0.00181,0.012891,-0.022828,-0.026276,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-28,5.21042,1.02e-4,-0.004888,0.020151,0.018022,3.04e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2018-12-31,0,NA,NA,NA,NA,NA
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-01,0,NA,NA,NA,NA,NA
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-02,1.14286,0.014836,8.53e-4,0.005085,0.00353,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-03,-1.12994,0.0060350000000000004,0.007155,0.008589,0.009151,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-04,4,-0.015579,2.04e-4,0.025608,0.02759,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-07,3.29671,0.002017,9.02e-4,-2.94e-4,-0.001001,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-08,2.30496,-6.24e-4,0.002772,0.007353,0.006127,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-09,2.94628,-0.004552,0.006136,0.009464,0.010395,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-10,-2.52525,0.008939,-0.003321,-0.004856,-0.002265,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-11,-0.345427,-0.003067,-0.004328,-7.21e-4,-0.001052,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-14,-0.866544,0.002876,-9.53e-4,-0.006368,-0.003813,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-15,0.17482,0.003726,0.008557,0.004776,0.003776,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-16,1.22165,0.003982,0.001643,2.38e-4,0.001477,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-17,-0.862062,0.002473,0.003751,8.21e-4,-2.56e-4,2.92e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-18,1.56522,-0.00797,-0.005826,0.01713,0.017466,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-21,-0.342464,-0.002387,0.006321,9.8e-4,0.001727,3.08e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-22,-1.03093,0.004084,-0.005144,-0.009314,-0.00994,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-23,-0.520831,0.002425,-0.006393,-0.005922,-0.005325,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-24,-2.26876,-0.006799,0.003155,-0.00232,-0.002389,2.92e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-25,-1.60714,-9.24e-4,0.012745,-0.00189,-0.003868,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-28,0.725961,0.00821,-0.016732,-0.012072,-0.012291,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-29,-1.62163,-0.003236,0.001081,0.009349,0.00962,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-30,-2.01465,0.013394,-0.012266,-2.75e-4,-0.001109,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-01-31,0,0.006139,-0.002211,0.003154,1.55e-4,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-01,1.86915,0.003512,0.002011,0.001978,0.0016,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-04,0,0.005992,-0.002146,0.002743,0.002242,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-05,1.83486,-0.018044,-0.001822,0.017564,0.018152,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-06,-1.26126,8.7e-5,0.005902,-0.005783,-0.006995,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-07,-0.364971,-0.002962,0.003343,-0.002645,-0.002276,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-08,-1.0989,0.013517,0.001682,-0.016723,-0.019308,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-11,0.370371,-0.004377,-0.006201,0.005719,0.006147,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-12,2.39853,-0.015676,0.010085,0.015492,0.012658,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-13,5.22523,0.005774,-0.007858,0.011188,0.014209,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-14,-0.513709,0.001527,0.011695,-0.007036,-0.007935,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-15,2.23753,-0.007185,0.003215,0.015504,0.014616,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-18,0,0.001288,0.002453,5.72e-4,7.12e-4,3.08e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-19,0.505054,-0.002587,4.11e-4,-0.001614,-0.001885,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-20,-0.502509,6.27e-4,0.007404,-0.00267,-0.002702,3.04e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-21,4.71381,0.00258,-0.01333,0.003792,0.004377,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-22,2.89389,-0.00465,0.004676,0.005188,0.005307,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-25,-1.09375,-0.001402,-0.001283,9.65e-4,0.003043,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-26,1.10584,0.001405,-0.002336,-6.56e-4,-7.43e-4,2.96e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-27,-3.125,0.012543,-0.001051,-0.002939,-0.003817,3e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-02-28,2.25806,-0.016507,0.018431,-0.007172,-0.006158,3.04e-5
NO0010736879,Vend Marketplaces ASA,VEND-NO,Teknologi,2019-03-01,1.73502,-0.006528,-0.003006,9.14e-4,0.001239,3e-5
